,ID,layout_id,scenario_id,order_inflow_15m,unique_sku_15m,avg_items_per_order,urgent_order_ratio,heavy_item_ratio,cold_chain_ratio,sku_concentration,robot_active,robot_idle,robot_charging,robot_utilization,avg_trip_distance,task_reassign_15m,battery_mean,battery_std,low_battery_ratio,charge_queue_length,avg_charge_wait,congestion_score,max_zone_density,blocked_path_15m,near_collision_15m,fault_count_15m,avg_recovery_time,replenishment_overlap,pack_utilization,manual_override_ratio,avg_delay_minutes_next_30m,warehouse_temp_avg,humidity_pct,day_of_week,external_temp_c,wind_speed_kmh,precipitation_mm,lighting_level_lux,ambient_noise_db,floor_vibration_idx,return_order_ratio,air_quality_idx,co2_level_ppm,hvac_power_kw,wms_response_time_ms,scanner_error_rate,wifi_signal_db,network_latency_ms,worker_avg_tenure_months,safety_score_monthly,label_print_queue,barcode_read_success_rate,ups_battery_pct,lighting_zone_variance,shift_hour,staff_on_floor,forklift_active_count,loading_dock_util,conveyor_speed_mps,prev_shift_volume,avg_package_weight_kg,inventory_turnover_rate,daily_forecast_accuracy,order_wave_count,pick_list_length_avg,express_lane_util,bulk_order_ratio,staging_area_util,cold_storage_temp_c,pallet_wrap_time_min,fleet_age_months_avg,maintenance_schedule_score,robot_firmware_update_days,avg_idle_duration_min,charge_efficiency_pct,battery_cycle_count_avg,agv_task_success_rate,robot_calibration_score,aisle_traffic_score,zone_temp_variance,path_optimization_score,intersection_wait_time_avg,storage_density_pct,vertical_utilization,racking_height_avg_m,cross_dock_ratio,packaging_material_cost,quality_check_rate,outbound_truck_wait_min,dock_to_stock_hours,kpi_otd_pct,backorder_ratio,shift_handover_delay_min,sort_accuracy_pct
119578,TRAIN_119578,WH_215,SC_04160,209.0,500.0,5.37,0.2823,0.3254,0.1148,,13,3,2,0.7222,,0.0,54.78,19.6,0.0556,,0.0,13.72,0.2778,0.0,1.0,2.0,3.7,,0.7895,0.1189,37.03353055519114,22.92,20.0,4.0,17.2,6.2,9.5,,60.4,0.5013,,66.2,400.0,41.0,364.0,0.05,-75.8,30.0,34.0,94.2,20.0,0.978,100.0,0.8521,13.0,24.0,5.0,0.5964,,2757.0,10.94,1.72,0.6275,,9.04,0.5713,0.3879,0.43,-14.6,5.84,,79.6,66.8,1.21,89.2,118.0,0.9862,91.4,12.9,2.16,84.7,2.69,0.8715,0.6304,3.97,0.1977,3.89,0.223,10.7,5.79,73.2,0.1442,4.66,
232741,TRAIN_232741,WH_148,SC_02114,8.0,6.0,1.25,0.0,0.375,0.0,,2,78,0,0.025,48.33,0.0,63.28,17.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0526,,7.096596042893544,,,,0.5,50.0,20.4,518.0,57.0,0.3406,0.0499,0.0,516.0,69.6,212.0,0.0075,-63.9,13.6,16.0,88.9,18.0,0.9866,62.5,0.3032,3.0,15.0,1.0,0.3089,1.9,2715.0,14.4,3.41,0.6712,1.0,6.42,0.284,,0.0756,-23.1,5.76,39.3,80.8,36.5,9.77,,120.0,0.9356,90.7,48.9,2.33,93.0,4.49,0.7044,,5.46,0.0718,6.4,0.1049,,8.33,86.2,,0.59,93.84
2095,TRAIN_002095,WH_206,SC_08637,,51.0,1.6,0.1512,0.3023,0.0698,0.5062,6,1,20,0.2222,73.35,0.0,18.07,,,18.0,7.5,21.15,0.1111,,0.0,1.0,,0.0649,0.2308,0.0526,32.6041627784884,15.0,29.2,4.0,14.1,50.0,4.2,545.0,50.0,0.2049,0.0755,61.5,1035.0,40.5,302.0,,,50.0,64.0,,15.0,0.9279,76.8,0.573,18.0,30.0,1.0,0.411,,2360.0,5.39,2.07,0.6289,9.0,,0.2447,0.0616,0.5099,-17.7,,55.5,68.8,,8.79,81.4,326.0,0.9456,65.5,,0.35,73.9,1.16,0.8733,0.613,8.4,0.3888,5.07,,4.6,12.68,97.1,0.0987,3.7,97.76
135987,TRAIN_135987,WH_180,SC_07254,61.0,38.0,1.2,0.0328,,0.0984,0.2173,13,43,0,0.2321,54.95,0.0,63.95,18.14,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.5351,0.0993,15.03897482430868,,52.5,2.0,4.5,28.3,0.0,363.0,79.8,0.2847,0.0381,97.5,685.0,43.7,189.0,0.016,-53.1,46.8,73.0,66.4,3.0,0.9932,69.2,0.1466,16.0,12.0,4.0,0.6092,1.65,2575.0,10.63,1.99,0.76,20.0,4.92,0.2277,0.2568,0.0882,-12.0,0.7,,86.0,30.8,10.57,79.8,276.0,0.8619,73.4,7.7,0.0,62.2,4.22,0.7444,0.4505,4.29,0.172,7.58,0.0773,23.2,4.9,89.1,0.1127,,96.01
201862,TRAIN_201862,WH_227,SC_09182,152.0,,5.83,,,0.0329,0.6749,15,3,44,0.2419,39.8,0.0,33.97,30.0,0.5161,29.0,,31.05,0.0968,1.0,,0.0,0.0,0.0909,0.0464,0.0477,43.97759049205437,19.41,23.9,5.0,31.8,50.0,11.0,383.0,57.9,0.2624,0.0745,98.6,400.0,80.0,,0.0314,-43.9,1.0,41.0,74.0,3.0,0.9285,69.0,0.374,12.0,32.0,4.0,0.2218,,1585.0,8.94,4.46,0.7876,16.0,13.27,0.5359,0.3042,0.5694,-18.3,5.41,,86.4,47.6,8.37,89.2,320.0,,,21.9,2.27,81.0,1.71,,0.645,3.08,0.284,5.5,0.203,5.3,,81.2,0.1515,6.28,96.3
52393,TRAIN_052393,WH_161,SC_00675,122.0,47.0,1.29,0.1967,0.2131,0.0738,0.5826,9,0,20,0.3103,76.38,0.0,40.25,30.0,0.3793,11.0,7.12,19.39,0.1724,,0.0,0.0,0.0,0.0383,1.0,0.0994,34.865474250010394,22.72,72.3,6.0,20.1,,6.5,467.0,74.3,0.0735,,,,14.9,228.0,0.0373,-48.2,17.4,111.0,92.2,9.0,0.9653,90.7,,16.0,37.0,5.0,0.4243,,,8.92,2.9,0.7791,7.0,6.81,0.4307,0.0157,0.4222,-12.8,5.49,54.6,91.6,,,89.5,221.0,0.8663,68.2,57.2,2.88,72.3,5.57,0.5188,,7.8,0.2954,7.05,0.1689,25.5,8.77,93.6,0.1626,6.04,97.69
91681,TRAIN_091681,WH_064,SC_03438,55.0,43.0,1.6,0.0727,0.2364,0.0182,0.4936,11,1,0,0.9167,,0.0,62.23,14.34,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.7857,,19.909620247287307,17.69,29.6,2.0,26.8,,7.2,200.0,89.7,0.4574,,,971.0,38.0,263.0,0.0,-48.6,,35.0,85.1,10.0,0.9016,61.2,,8.0,37.0,2.0,0.2319,1.13,1369.0,12.62,3.79,0.7281,6.0,7.16,0.2887,0.1488,0.5709,-23.2,,12.8,73.9,49.0,1.52,78.8,,0.9292,75.7,44.5,1.3,83.4,4.29,0.6477,0.3531,8.1,0.0224,3.95,0.1194,15.3,2.24,73.9,,2.95,99.54
231895,TRAIN_231895,WH_205,SC_04186,124.0,74.0,2.6,0.2339,0.129,,,18,27,1,0.3913,7.37,0.0,59.76,18.86,0.0,0.0,0.0,2.13,0.0217,0.0,0.0,0.0,0.0,0.0,1.0,0.0727,5.49891627935194,21.23,25.8,3.0,20.6,20.2,5.4,800.0,77.6,0.4356,0.1131,82.1,714.0,78.2,281.0,0.0044,-80.0,10.5,24.0,69.0,18.0,0.9663,100.0,0.8701,,17.0,,0.7546,,3634.0,9.17,3.32,0.7177,22.0,6.34,0.6441,0.2568,0.3007,-16.4,2.81,,,43.9,8.88,96.9,206.0,0.886,73.4,22.2,2.11,100.0,5.41,0.9141,0.6729,8.46,,6.56,0.0652,25.8,8.77,90.7,0.1025,0.0,98.6
112228,TRAIN_112228,WH_107,SC_00464,47.0,42.0,1.32,0.0213,0.1277,0.1702,0.268,8,52,0,0.1333,73.01,0.0,68.33,15.5,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0085,0.4796,0.0471,7.401607114554967,19.69,22.8,1.0,22.1,45.3,25.3,,70.2,0.6752,0.0411,31.0,660.0,5.0,132.0,0.0001,-35.9,25.2,27.0,86.0,16.0,0.9195,96.4,0.1473,11.0,15.0,4.0,0.0588,2.3,460.0,2.83,,0.9381,18.0,,,0.3275,0.5025,-8.3,3.44,24.7,93.3,53.6,10.45,,236.0,0.8936,75.3,54.9,0.17,75.9,4.36,0.5955,0.7889,8.59,0.1633,4.81,0.1308,22.8,15.95,89.2,0.0545,0.0,
140127,TRAIN_140127,WH_147,SC_09124,53.0,48.0,1.51,0.0566,0.2075,0.1132,0.2304,21,46,1,0.3088,56.31,0.0,68.96,16.5,0.0,0.0,0.0,20.35,0.0735,2.0,0.0,,6.98,0.1235,0.22,0.0807,15.889988713756662,28.89,,5.0,25.9,21.1,20.2,,58.4,,0.1133,51.3,762.0,62.1,411.0,,-50.9,1.0,30.0,72.5,2.0,0.9217,58.1,0.6254,0.0,17.0,3.0,0.405,2.23,2939.0,8.92,2.61,0.8865,7.0,12.41,0.3912,0.0457,0.1814,-9.5,4.81,29.4,82.5,34.2,3.68,81.1,320.0,,69.7,52.7,0.32,79.2,3.11,0.4216,0.2624,3.24,0.232,5.57,0.1526,13.0,11.25,81.5,0.1136,5.08,95.25
154280,TRAIN_154280,WH_166,SC_02358,,16.0,1.34,0.3361,0.459,0.082,0.8358,18,11,0,0.6207,25.94,0.0,58.65,15.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.6354,,2.231453054606827,,62.1,5.0,27.6,48.3,18.9,367.0,67.4,0.1358,,18.9,1088.0,53.7,,0.0271,-69.4,11.9,83.0,74.5,8.0,0.9352,64.2,0.1701,6.0,41.0,5.0,0.5973,1.94,926.0,,2.4,0.6094,9.0,,0.5249,0.303,0.3949,-9.5,3.66,9.7,87.5,23.6,9.72,81.5,320.0,0.9807,,44.4,0.0,80.5,0.0,0.8634,0.4063,4.7,0.0644,5.96,0.1462,20.1,,83.4,0.1172,4.74,
213862,TRAIN_213862,WH_135,SC_05961,96.0,52.0,1.46,0.0417,0.1042,0.0208,0.3837,20,29,0,0.4082,71.11,0.0,56.52,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.4034,0.0282,4.870652047754998,22.34,27.1,2.0,32.7,17.4,26.4,335.0,64.2,0.4731,0.1091,82.4,1200.0,34.0,500.0,0.0251,-30.0,14.2,78.0,78.7,0.0,0.9275,50.0,0.3842,3.0,27.0,1.0,0.6324,1.35,,,3.13,0.7433,11.0,4.71,,0.2577,0.7171,-23.1,4.19,20.4,92.4,17.0,4.77,,157.0,0.8773,74.2,19.7,2.09,72.6,2.63,,0.3722,8.11,0.14,5.8,0.1036,18.1,1.58,82.8,0.1484,1.0,94.24
53677,TRAIN_053677,WH_286,SC_00939,36.0,42.0,3.31,0.0,0.0278,0.1111,0.4935,8,64,0,0.1111,84.57,0.0,69.32,17.01,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.1722,0.0542,0.804776430065874,15.85,28.8,4.0,23.4,10.2,21.2,449.0,90.0,0.4256,0.0207,5.2,,,106.0,0.0242,-42.5,5.0,,66.6,18.0,0.9242,78.1,0.251,6.0,6.0,0.0,0.0804,1.57,626.0,3.53,3.18,,16.0,7.5,0.3411,0.21,,-5.6,3.65,20.1,84.0,17.9,8.3,82.1,320.0,0.8622,71.4,,2.68,72.3,5.78,0.5958,0.9317,3.72,,1.15,0.0272,18.8,11.41,97.8,0.1597,2.16,97.49
29236,TRAIN_029236,WH_112,SC_08735,,73.0,2.79,0.0164,0.0492,0.0492,0.3139,14,18,0,0.4375,64.27,0.0,56.9,17.23,0.0,0.0,0.0,13.29,0.125,0.0,,0.0,0.0,0.0376,0.3846,0.0586,8.619909135540265,22.59,60.1,0.0,2.0,0.0,,493.0,57.9,0.8702,0.15,65.4,773.0,29.9,50.0,0.0119,-70.6,,114.0,71.2,,0.9828,,0.3595,11.0,36.0,,0.0725,1.22,2042.0,2.85,1.58,0.7465,,13.93,0.3271,0.3602,0.0645,,2.31,41.6,70.0,33.2,7.48,,213.0,0.9153,77.6,48.8,1.56,71.8,2.26,,0.7522,5.87,0.3564,7.66,0.2024,9.0,2.53,81.8,,5.14,98.48
188511,TRAIN_188511,WH_068,SC_07115,,25.0,1.6,0.1299,0.3896,0.3636,0.7475,12,52,3,0.1791,13.69,0.0,,18.21,0.0299,,0.0,8.08,0.0149,0.0,0.0,1.0,1.0,0.0,0.9091,0.052,196.7658331216278,,35.0,0.0,9.1,,11.3,588.0,78.2,0.0,0.0544,19.0,928.0,68.7,172.0,0.0062,-44.7,48.2,24.0,70.7,7.0,0.9356,100.0,0.6578,1.0,22.0,6.0,,0.99,1795.0,,4.65,0.6988,3.0,12.78,0.4338,0.235,0.1902,-8.0,5.16,36.0,,21.0,7.39,97.4,155.0,0.8911,87.8,31.1,,80.2,4.49,0.756,0.3195,9.29,0.2064,5.88,0.1882,21.7,11.47,79.9,0.1221,,95.5
43765,TRAIN_043765,WH_125,SC_03051,8.0,23.0,5.0,0.0,0.125,0.0,0.182,2,27,0,0.069,31.47,0.0,,15.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0625,0.0692,5.355829904389308,25.41,20.0,,27.6,42.4,17.9,284.0,81.7,0.347,0.0252,60.7,997.0,28.5,479.0,0.0201,-37.3,13.7,72.0,84.1,6.0,0.9702,75.5,0.4531,12.0,24.0,0.0,0.5649,2.83,1635.0,,1.51,0.8921,14.0,,0.0215,0.3841,0.3308,-8.7,4.01,34.6,87.3,49.2,5.92,77.4,161.0,0.9384,93.2,12.3,1.61,81.1,0.39,0.6856,0.4696,,0.1871,,0.1184,3.4,9.51,86.7,0.0905,2.75,97.19
124237,TRAIN_124237,WH_221,SC_08981,79.0,67.0,2.04,0.1392,0.2152,0.1392,0.3449,14,36,0,0.28,15.6,0.0,58.15,17.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3292,0.0203,2.8386452046673054,20.82,40.2,2.0,24.6,34.6,23.5,543.0,,0.5009,,83.6,1061.0,,,,-48.9,26.1,71.0,73.8,1.0,,90.1,1.0,16.0,32.0,3.0,0.521,2.47,2439.0,4.32,1.75,0.6327,11.0,10.92,0.3971,,,-4.6,5.26,44.1,91.8,11.1,5.12,,223.0,0.9379,94.5,38.7,2.21,72.1,3.53,,0.819,6.12,0.2354,,,17.5,3.56,81.9,0.0394,4.05,98.73
177995,TRAIN_177995,WH_262,SC_06058,,179.0,,0.2,0.2348,0.0957,0.3046,23,46,5,0.3108,24.25,0.0,51.05,17.62,0.0405,3.0,12.5,0.0,0.0,0.0,0.0,0.0,,0.0073,1.0,0.0427,23.629853795146367,19.0,37.5,2.0,26.7,35.4,30.0,800.0,81.6,0.8863,,50.2,1092.0,45.9,434.0,0.0134,-49.9,41.6,101.0,70.4,9.0,0.9157,100.0,,17.0,10.0,6.0,,1.07,1829.0,5.38,2.75,0.8452,19.0,7.55,,0.2541,,-14.8,2.17,16.4,90.0,27.3,4.6,86.7,338.0,0.9343,77.8,42.9,1.12,73.0,4.05,,0.3662,4.19,0.2038,5.68,0.1379,25.5,15.19,,0.0916,0.42,97.87
15538,TRAIN_015538,WH_145,SC_03911,6.0,4.0,,0.0,0.0,,0.2836,1,79,0,0.0125,45.22,0.0,57.15,17.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0233,0.0417,0.0756,2.282480104764964,16.25,44.4,4.0,3.4,20.9,,200.0,62.9,0.1613,0.0,5.5,589.0,9.3,401.0,0.0124,-30.0,36.0,22.0,72.0,16.0,0.9632,86.0,0.1765,17.0,10.0,,0.4074,,1766.0,6.4,2.56,0.909,15.0,7.65,0.0017,0.325,0.1908,-13.4,,46.5,78.0,7.0,9.35,97.4,320.0,0.9138,84.3,0.0,2.09,71.0,4.19,0.6499,,7.24,0.2834,0.66,,4.7,5.41,87.4,0.1174,,100.0
49074,TRAIN_049074,WH_022,SC_06630,,44.0,4.3,0.0435,0.2609,0.087,0.4459,4,53,2,0.0678,7.34,0.0,55.03,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0292,,0.0142,11.323755353533375,19.03,65.5,3.0,9.4,0.1,14.0,715.0,71.5,0.7039,0.044,31.1,,,478.0,0.0392,-40.0,1.5,,89.3,17.0,0.9462,,0.0,9.0,13.0,3.0,0.3731,1.84,2271.0,13.04,2.02,,4.0,5.93,0.4343,0.2658,0.6115,,3.97,24.8,74.9,18.6,,89.8,185.0,0.9048,76.8,1.3,2.83,81.2,2.08,0.7847,0.5277,8.58,0.0994,,0.0341,17.8,3.29,89.7,0.0881,7.0,94.02
4794,TRAIN_004794,WH_135,SC_05962,80.0,175.0,7.17,0.1875,0.1875,0.225,0.5888,9,2,38,0.1837,95.14,,20.99,30.0,0.6735,28.0,10.0,37.18,0.0816,0.0,2.0,0.0,0.0,0.0551,0.0138,0.1449,23.31737145159842,19.51,52.6,3.0,19.8,28.9,25.0,678.0,54.0,1.0,0.0819,,1033.0,80.0,500.0,0.0134,,3.6,57.0,67.9,17.0,,73.4,0.2861,13.0,29.0,5.0,0.2329,1.67,,5.41,4.08,0.7545,3.0,12.75,0.3385,0.1959,0.338,-9.2,5.27,52.4,70.1,58.3,4.25,72.3,450.0,0.9406,85.9,45.7,0.36,77.5,4.19,0.536,,7.33,0.3219,,0.1344,14.8,18.23,89.2,,7.83,94.04
66202,TRAIN_066202,WH_140,SC_05925,193.0,198.0,2.39,0.0466,0.1451,0.1813,0.5513,29,0,8,0.7838,36.02,0.0,,14.14,0.027,0.0,,89.88,0.3243,2.0,4.0,5.0,3.46,0.1665,1.0,0.1698,48.60615699176687,25.25,43.3,5.0,34.2,17.2,15.8,511.0,54.3,0.4337,0.0093,79.5,1161.0,15.9,266.0,0.0075,-41.6,8.1,22.0,64.4,0.0,0.9103,87.0,0.9338,6.0,32.0,4.0,0.8043,1.27,3249.0,9.75,2.44,0.8566,7.0,8.86,0.205,0.2093,0.4388,-1.3,4.93,15.8,83.8,82.6,7.14,93.1,52.0,0.9703,84.3,69.1,3.41,89.0,4.13,0.3748,0.7371,8.64,0.1686,4.91,0.1624,28.2,19.88,85.2,,2.42,
79147,TRAIN_079147,WH_080,SC_06991,42.0,32.0,1.48,0.0238,0.2857,0.1429,0.4145,6,55,4,0.0923,43.19,0.0,53.89,19.52,0.0462,2.0,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.0561,95.1870853647656,18.55,,,28.8,25.9,11.3,,58.4,0.2972,0.15,94.3,708.0,39.5,463.0,0.0257,-80.0,18.2,57.0,75.4,14.0,0.9281,62.1,0.9199,8.0,23.0,1.0,0.444,1.45,2443.0,10.37,2.06,0.9053,16.0,12.66,0.149,0.2903,,-20.3,1.64,,,,13.21,96.8,316.0,0.9313,70.6,29.1,,90.9,5.78,0.7172,0.7366,4.79,0.1246,9.28,0.1017,20.2,7.47,92.6,0.0916,5.45,95.11
158055,TRAIN_158055,WH_112,SC_08747,77.0,44.0,1.27,0.1688,0.2078,0.0649,0.5134,13,19,0,0.4062,50.55,,63.63,17.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0789,0.35,0.0149,9.41097160410862,21.77,,1.0,12.1,17.0,20.8,692.0,71.1,1.0,0.0371,82.4,929.0,52.4,,0.0432,-63.8,39.9,,88.8,,0.9376,52.9,0.2406,14.0,21.0,1.0,0.59,2.34,1262.0,,3.1,0.7405,7.0,8.52,0.2248,0.0301,0.5208,-12.8,1.86,30.1,,50.6,,89.9,105.0,0.8715,89.3,38.5,1.61,67.1,2.44,0.8757,0.9805,4.34,0.293,6.02,,7.3,4.73,91.1,0.1506,9.75,97.76
79240,TRAIN_079240,WH_081,SC_00502,31.0,44.0,2.19,,0.2581,0.1613,,4,12,0,0.25,53.3,0.0,64.39,15.61,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.1384,0.0556,4.503284658354128,19.2,43.6,,6.2,33.4,16.6,,,0.3747,0.106,0.0,1164.0,17.7,306.0,,-40.2,27.2,107.0,,13.0,0.9176,77.6,0.1912,1.0,29.0,2.0,0.3914,,,8.98,2.63,0.6587,2.0,9.07,0.3193,0.0656,0.4318,-16.0,2.58,,85.1,58.8,6.71,82.4,105.0,0.9296,74.9,49.3,1.27,70.4,0.78,0.9752,0.5495,8.5,0.1568,1.96,0.1991,,,87.2,0.1193,4.57,100.0
6557,TRAIN_006557,WH_054,SC_09916,174.0,98.0,2.06,,0.2701,0.2989,,10,0,6,0.625,68.38,0.0,16.21,11.09,0.6875,1.0,5.0,18.33,0.25,0.0,1.0,0.0,0.0,,0.2,,32.704317600372775,27.09,70.3,5.0,27.0,8.0,23.7,306.0,,0.0,0.0648,91.0,735.0,,72.0,0.0,-42.1,23.9,81.0,65.5,18.0,0.9321,50.0,0.1626,11.0,40.0,7.0,0.5287,2.57,1563.0,5.89,3.75,0.657,7.0,11.2,0.561,0.3172,0.3561,-15.1,0.74,13.9,65.5,1.0,3.05,,144.0,0.8864,81.5,17.1,1.56,73.2,2.98,0.5784,0.5465,5.35,,4.88,0.1496,19.0,14.78,87.9,0.1284,7.3,93.15
188306,TRAIN_188306,WH_160,SC_06243,127.0,38.0,,0.4094,0.3228,,0.8762,19,37,0,0.3393,47.53,0.0,,18.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0263,42.642779861671805,30.0,78.4,5.0,12.6,8.2,14.3,631.0,83.4,0.0463,0.1477,4.4,400.0,23.2,91.0,0.0338,-54.0,46.3,86.0,68.1,19.0,0.9768,64.8,0.642,1.0,25.0,4.0,0.5037,1.83,2483.0,9.38,3.45,,18.0,11.33,,0.1765,0.8544,,2.93,47.2,87.0,22.5,6.97,,57.0,,76.0,55.0,0.0,89.4,1.32,0.8233,0.6876,9.76,0.343,4.3,0.1072,30.0,11.87,88.5,0.1265,7.69,93.5
92348,TRAIN_092348,WH_290,SC_02892,126.0,103.0,2.65,,0.2619,0.0952,0.5577,29,7,4,0.725,,0.0,48.53,16.74,0.05,,5.0,0.0,0.0,,,0.0,0.0,0.0509,0.7738,0.0806,3.696322617289397,15.0,,5.0,40.0,50.0,29.2,,50.7,1.0,,21.0,1200.0,74.8,466.0,,-46.8,35.1,57.0,98.4,2.0,,72.3,0.4099,7.0,30.0,4.0,,,1265.0,,3.21,0.7479,9.0,12.17,0.5958,0.1622,0.3752,-13.8,3.8,10.0,78.7,,0.56,76.4,77.0,0.9232,82.8,6.4,1.95,71.8,4.47,0.4986,0.6671,10.61,0.0,5.64,0.1528,15.1,3.89,76.7,0.1545,7.58,98.41
42660,TRAIN_042660,WH_260,SC_06174,78.0,105.0,2.31,0.1667,0.1795,0.1795,0.3993,12,55,0,0.1791,32.0,0.0,59.53,17.75,0.0,0.0,0.0,,0.0149,0.0,0.0,0.0,,0.0,0.2773,0.1023,5.913782882062718,23.86,54.7,1.0,,3.4,18.4,638.0,,0.425,0.1222,80.7,635.0,41.9,370.0,0.0116,-42.0,50.0,,69.7,9.0,0.9223,99.7,0.0,,30.0,1.0,0.3433,2.06,3320.0,9.52,2.8,0.6333,7.0,5.57,0.278,0.2247,0.3161,-0.9,1.94,31.9,99.7,58.8,4.4,85.4,121.0,0.8918,85.9,46.4,2.68,88.3,1.66,0.9346,0.72,5.16,0.2696,7.23,0.0871,7.9,3.17,89.1,0.0615,7.62,99.16
210217,TRAIN_210217,WH_268,SC_04453,108.0,,1.34,0.3241,0.3333,0.2685,0.849,16,38,1,0.2909,36.75,0.0,,15.2,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0749,0.2842,0.0137,4.982206134652053,27.22,54.4,3.0,-0.2,35.1,1.9,223.0,77.9,0.135,0.0581,,411.0,,500.0,0.0125,-76.9,21.6,87.0,90.3,5.0,0.9847,81.5,0.8093,18.0,23.0,4.0,0.6643,2.72,1638.0,7.06,3.08,,15.0,10.48,0.5113,0.2136,0.4505,-0.5,,20.7,100.0,53.3,7.63,85.8,320.0,0.9021,78.0,49.1,2.47,81.1,4.2,0.5813,0.3046,7.96,0.1324,6.24,0.032,19.4,5.34,85.3,0.1948,2.74,93.97
33653,TRAIN_033653,WH_073,SC_02293,151.0,99.0,1.38,0.0861,0.1589,0.1589,,26,37,0,0.4127,48.51,0.0,67.51,15.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0164,,0.0471,64.13532212525382,30.0,31.4,5.0,17.5,25.1,10.0,448.0,54.8,0.0322,0.1343,49.1,1200.0,23.4,483.0,0.0021,-75.9,36.5,28.0,88.9,8.0,0.9131,68.6,0.5711,16.0,17.0,2.0,0.2058,1.7,3818.0,3.36,3.2,0.7777,16.0,10.72,0.2126,0.0413,0.7585,-16.4,5.8,25.2,97.6,24.3,9.44,,62.0,0.9198,83.9,34.2,1.25,65.9,0.22,0.4432,0.3078,2.75,0.2173,6.43,0.1126,30.0,1.93,78.5,0.0731,9.53,94.95
118318,TRAIN_118318,WH_224,SC_00762,55.0,,3.15,,0.1818,0.0,0.4571,8,12,0,0.4,10.28,0.0,52.01,19.76,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.037,1.0,0.0497,6.3898831264677565,30.0,34.9,1.0,23.9,37.9,24.9,429.0,71.7,1.0,,19.3,1200.0,11.6,498.0,0.0331,-41.5,46.4,50.0,,,0.9709,,0.3474,6.0,22.0,5.0,0.4587,,688.0,3.85,1.88,0.7931,15.0,2.88,0.3838,0.3682,0.0714,-11.6,3.7,,99.2,50.8,,93.0,,0.946,,42.7,0.99,82.2,6.0,0.4628,0.8181,4.49,0.2695,10.0,0.0965,21.4,12.82,84.5,0.1428,2.31,96.27
228094,TRAIN_228094,WH_298,SC_03474,84.0,138.0,4.9,0.1071,,0.119,,9,2,15,0.3462,45.32,0.0,43.52,25.8,0.2692,5.0,7.5,,0.1923,3.0,1.0,0.0,0.0,0.0,1.0,0.0805,25.866999372611645,27.92,,6.0,-4.5,49.7,14.0,230.0,,0.692,0.0,86.7,822.0,66.9,75.0,0.0166,-53.3,41.0,21.0,73.6,16.0,0.9944,70.8,0.8641,8.0,16.0,6.0,,1.61,,13.62,3.46,0.63,4.0,9.49,0.3349,0.0862,0.4602,-7.2,3.68,49.9,89.3,5.2,0.59,80.3,277.0,0.9657,84.4,,1.3,85.9,,0.3033,0.8432,7.8,0.1656,10.0,0.1505,21.0,18.12,81.9,0.1624,,94.09
47810,TRAIN_047810,WH_144,SC_09309,12.0,100.0,10.33,0.0,0.0,0.0833,0.1563,5,64,2,0.0704,36.87,0.0,60.4,18.3,0.0141,0.0,0.0,3.58,0.0141,0.0,,0.0,0.0,0.0453,0.025,0.0697,9.640790727955078,19.67,,5.0,-4.1,19.3,18.2,674.0,,0.3966,0.1467,47.3,519.0,5.0,370.0,,-66.9,25.4,12.0,,12.0,,88.1,0.2425,16.0,16.0,2.0,0.5348,2.25,305.0,4.75,1.22,,,15.61,0.1188,0.2323,0.3021,-15.5,7.64,,70.4,28.1,13.54,94.8,261.0,0.9344,80.4,38.6,3.29,69.4,4.89,0.467,0.7365,4.73,0.1224,4.52,0.1626,5.3,1.29,90.8,,,96.74
